date,min,max,median,q1,q3,stdev,count
2020-11-09T00:00:00.000Z,1.2,8.86,2.5,1.77,3.8,1.822,288
2020-11-10T00:00:00.000Z,2.63,11.3,4.9,4.13,5.72,1.408,332
2020-11-11T00:00:00.000Z,3.5,18.03,8.49,5.3,14.43,4.387,350
2020-11-12T00:00:00.000Z,13.7,35.47,18.57,15.63,24.87,5.011,297
2020-11-13T00:00:00.000Z,5.6,17.07,10.4,8.59,12.97,2.628,312
2020-11-14T00:00:00.000Z,3.07,20.6,9.07,6.8,10.67,3.681,331
2020-11-15T00:00:00.000Z,7.3,39.79,15.1,10.24,20.47,8.44,269
2020-11-16T00:00:00.000Z,3.25,36.7,17.37,15.52,26.77,9.056,256
2020-11-17T00:00:00.000Z,0.6,7.17,2.17,1.67,2.87,0.808,263
2020-11-18T00:00:00.000Z,0.4,4.59,1.3,0.8,1.85,0.678,324
2020-11-19T00:00:00.000Z,0.3,4.72,1.67,0.7,2.7,1.12,276
2020-11-20T00:00:00.000Z,0.4,5.09,1.19,0.6,2.2,1.116,146
2020-11-21T00:00:00.000Z,0.47,3.7,1.1,0.9,1.6,0.613,264
2020-11-22T00:00:00.000Z,0.33,3.5,1.8,1.4,2.22,0.685,268
2020-11-23T00:00:00.000Z,0.3,2.93,0.7,0.56,0.8,0.308,272
2020-11-24T00:00:00.000Z,0.5,9.57,2.29,1.12,3.9,1.757,283
2020-11-25T00:00:00.000Z,0.9,9.23,4.7,3.05,5.4,1.809,297
2020-11-26T00:00:00.000Z,0.8,14.97,6.29,2.5,9.4,3.92,242
2020-11-27T00:00:00.000Z,0.6,3.6,1.53,1.03,2.1,0.641,203
2020-11-28T00:00:00.000Z,1.1,7.17,2.2,1.7,2.9,1.162,283
2020-11-29T00:00:00.000Z,1.97,9.63,4.17,3.7,7.48,2.168,285
2020-11-30T00:00:00.000Z,2.17,13.5,6.93,5.01,8.41,2.509,233
2020-12-01T00:00:00.000Z,2.2,16.87,5.68,4.7,9.1,2.7,110
2020-12-02T00:00:00.000Z,1.2,14.07,7.4,4.5,8.52,2.974,166
2020-12-03T00:00:00.000Z,3.87,15.7,8.39,6.82,9.83,2.126,240
2020-12-04T00:00:00.000Z,1.3,13.7,5.74,2.7,9.02,3.407,202
2020-12-05T00:00:00.000Z,7.37,26.2,19.17,17.32,20.37,3.862,155
2020-12-06T00:00:00.000Z,11.2,28.33,18.93,13.75,22.48,4.575,177
2020-12-07T00:00:00.000Z,3.6,18.3,6,5.32,12.65,4.589,125
2020-12-08T00:00:00.000Z,2.73,10.77,7.32,6.15,8.47,1.588,108
2020-12-09T00:00:00.000Z,4.73,12.63,7.5,5.24,9.6,2.425,16
2020-12-10T00:00:00.000Z,5.2,13.1,11.23,6.62,11.87,2.587,17
2020-12-11T00:00:00.000Z,2.5,20.17,8.1,7.29,15.17,4.891,100
2020-12-12T00:00:00.000Z,6.07,18.23,10.47,7.03,12.27,3.365,63
2020-12-13T00:00:00.000Z,4.97,20.27,17.87,13.25,19.09,5.234,56
2020-12-14T00:00:00.000Z,3.63,11.93,5.09,4.53,6.4,1.999,104
2020-12-15T00:00:00.000Z,5.67,16.8,9.16,7.47,11.32,2.694,48
2020-12-16T00:00:00.000Z,0.8,12.17,1.87,1.27,3,1.946,163
2020-12-17T00:00:00.000Z,2.29,10.5,4.47,3.77,5.43,1.086,279
2020-12-18T00:00:00.000Z,0.4,8.3,2.8,0.9,4.59,1.935,308
2020-12-19T00:00:00.000Z,4.57,16.53,8.86,7.62,10.02,2.203,288
2020-12-20T00:00:00.000Z,3.27,28.77,13.13,9.52,16.82,5.777,304
2020-12-21T00:00:00.000Z,2.17,6.87,4.2,3.75,4.73,0.793,300
2020-12-22T00:00:00.000Z,1.1,13.23,4.4,3.51,6.1,2.176,285
2020-12-23T00:00:00.000Z,0.4,3.67,1.43,1.07,1.9,0.601,306
2020-12-24T00:00:00.000Z,0.4,4.03,1.03,0.8,1.37,0.585,283
2020-12-25T00:00:00.000Z,0.4,2.2,1,0.7,1.5,0.457,308
2020-12-26T00:00:00.000Z,1,18.87,2.2,1.8,2.87,2.142,295
2020-12-27T00:00:00.000Z,0.8,35.22,3.33,1.77,4.42,2.426,304
2020-12-28T00:00:00.000Z,1,9.1,5.87,4.87,6.93,1.682,295
2020-12-29T00:00:00.000Z,1.4,11.5,5.23,3.53,8.23,2.599,288
2020-12-30T00:00:00.000Z,0.6,13.6,2.74,1.53,6.67,3.234,292
2020-12-31T00:00:00.000Z,1.83,97.93,3.51,2.8,5.2,11.532,310
2021-01-01T00:00:00.000Z,2.1,98.7,3.9,3.04,5.67,19.976,305
2021-01-02T00:00:00.000Z,1.3,10.43,3.33,2.47,4.73,1.731,271
2021-01-03T00:00:00.000Z,0.5,2.73,1.5,1.17,1.73,0.411,283
2021-01-04T00:00:00.000Z,0.97,9.8,2.93,1.9,3.8,1.184,279
2021-01-05T00:00:00.000Z,1.07,28.8,2,1.7,2.4,2.009,270
2021-01-06T00:00:00.000Z,0.9,9.17,2.5,2.06,3.13,0.994,279
2021-01-07T00:00:00.000Z,1,14.23,2.9,2,3.87,1.251,273
2021-01-08T00:00:00.000Z,1.73,47.93,3.97,2.42,5.69,3.202,289
2021-01-09T00:00:00.000Z,3.23,41.83,6.17,4.83,9.4,4.566,287
2021-01-10T00:00:00.000Z,0.9,9.97,2.83,1.94,3.75,1.55,281
2021-01-11T00:00:00.000Z,0.6,12.9,1.79,1.03,3.22,1.784,260
2021-01-12T00:00:00.000Z,0.4,9.36,1.2,0.83,2.1,1.146,274
2021-01-13T00:00:00.000Z,0.4,24.13,3.57,1.12,5.72,2.852,268
2021-01-14T00:00:00.000Z,1.77,11.57,4.76,3.1,5.7,1.904,259
2021-01-15T00:00:00.000Z,1.2,5.07,2.5,2.1,2.97,0.672,283
2021-01-16T00:00:00.000Z,0.9,10.13,1.8,1.4,2,0.841,267
2021-01-17T00:00:00.000Z,0.6,8.6,2.6,1.9,3.45,1.729,244
2021-01-18T00:00:00.000Z,2.06,9.23,4.8,4,5.52,1.325,244
2021-01-19T00:00:00.000Z,4.97,21.57,10.02,7,11.13,2.681,215
2021-01-20T00:00:00.000Z,6.83,33.67,16.69,10.55,24.12,7.444,264
2021-01-21T00:00:00.000Z,1.27,17.13,4,2.47,6.74,3.676,248
2021-01-22T00:00:00.000Z,0.4,11.4,2.06,1.8,2.43,2.031,259
2021-01-23T00:00:00.000Z,0.5,6.9,2.1,1.3,4.4,1.8,259
2021-01-24T00:00:00.000Z,1.23,7.97,4.26,3.63,4.8,1.141,277
2021-01-25T00:00:00.000Z,0.6,3.27,1.3,1,1.7,0.443,242
2021-01-26T00:00:00.000Z,0.5,4.53,1.43,0.9,1.93,0.667,275
2021-01-27T00:00:00.000Z,0.7,5.4,2,1.4,2.67,0.811,252
2021-01-28T00:00:00.000Z,0.7,11.9,2.4,2,2.87,1.177,290
2021-01-29T00:00:00.000Z,1.9,8.4,4.2,3.62,4.8,0.887,281
2021-01-30T00:00:00.000Z,0.8,5.09,2.1,1.7,2.67,0.752,268
2021-01-31T00:00:00.000Z,0.8,4.7,1.7,1.32,2.62,0.937,281
2021-02-01T00:00:00.000Z,1,15.97,4.09,2.04,5.47,2.601,228
2021-02-02T00:00:00.000Z,0.4,7.4,3,1.63,4.42,1.855,252
2021-02-03T00:00:00.000Z,1.7,5.83,3.79,3.3,4.33,0.715,234
2021-02-04T00:00:00.000Z,0.9,6.73,2.37,1.9,2.97,0.869,271
2021-02-05T00:00:00.000Z,1,8.57,4.25,2.7,5.07,1.565,226
2021-02-06T00:00:00.000Z,0.93,3.4,1.93,1.67,2.23,0.586,55
2021-02-07T00:00:00.000Z,0.93,2.63,1.7,1.5,1.89,0.293,81
2021-02-08T00:00:00.000Z,0.4,9.57,1.2,0.9,1.43,0.759,160
2021-02-09T00:00:00.000Z,0.5,3.57,1.12,0.87,1.57,0.502,166
2021-02-10T00:00:00.000Z,0.87,5.5,1.73,1.47,2.04,0.677,165
2021-02-11T00:00:00.000Z,0.9,4.53,1.8,1.47,2.1,0.635,173
2021-02-12T00:00:00.000Z,0.6,4.09,1.5,1.2,2.1,0.75,227
2021-02-13T00:00:00.000Z,0.5,2.6,0.9,0.7,1.1,0.32,225
2021-02-14T00:00:00.000Z,0.4,2.6,0.8,0.63,1.17,0.487,156
2021-02-15T00:00:00.000Z,1.12,2.83,1.9,1.7,2.13,0.337,81
2021-02-16T00:00:00.000Z,1,3.27,2.29,1.21,2.5,0.731,32
2021-02-17T00:00:00.000Z,0.7,2.63,1.3,1.1,1.5,0.4,99
2021-02-18T00:00:00.000Z,1,7.93,1.6,1.3,2.99,1.839,76
2021-02-19T00:00:00.000Z,9.9,44.43,23.3,15.47,36.07,10.68,127
2021-02-20T00:00:00.000Z,2.83,19.07,6.67,4.4,10.57,4.223,162
2021-02-21T00:00:00.000Z,4.59,10.57,8.06,5.33,8.93,1.863,112
2021-02-22T00:00:00.000Z,4.67,17.87,11.1,9.07,13.72,2.978,69
2021-02-23T00:00:00.000Z,7.43,28.97,11.1,10,15.1,6.253,35
2021-02-24T00:00:00.000Z,2.17,20.93,9.19,5.65,15.43,5.629,128
2021-02-25T00:00:00.000Z,1.27,7,3.09,2.52,4.13,1.28,124
2021-02-26T00:00:00.000Z,0.4,3.1,2.1,1.59,2.42,0.674,64
2021-02-27T00:00:00.000Z,0.3,5.03,0.5,0.37,1.74,1.072,93
2021-02-28T00:00:00.000Z,0.77,7.03,3.49,1.65,4.17,1.459,70
2021-03-01T00:00:00.000Z,0.7,5.33,1.9,1.47,2.5,0.877,148
2021-03-02T00:00:00.000Z,0.4,7.63,1.19,0.8,1.79,1.467,200
2021-03-03T00:00:00.000Z,0.5,8.19,2.1,1.3,3,1.247,183
2021-03-04T00:00:00.000Z,0.4,5.57,1.19,0.8,1.67,0.878,200
2021-03-05T00:00:00.000Z,0.47,9.17,1.07,0.83,1.4,0.956,138
2021-03-06T00:00:00.000Z,0.4,1.67,0.7,0.6,0.9,0.276,120
2021-03-07T00:00:00.000Z,0.4,3.47,0.87,0.7,0.97,0.315,175
2021-03-08T00:00:00.000Z,0.6,5.27,1.1,0.97,1.7,0.809,206
2021-03-09T00:00:00.000Z,0.7,5.2,2.9,1.55,3.65,1.211,96
2021-03-10T00:00:00.000Z,1.7,8.36,3.17,2.67,3.9,0.902,94
2021-03-11T00:00:00.000Z,1.3,37.83,3.07,2.25,19.75,9.966,125
2021-03-12T00:00:00.000Z,0.8,29.9,2.97,1.42,4.5,8.554,136
2021-03-13T00:00:00.000Z,1.53,6.33,2.63,2.1,3.83,1.106,71
2021-03-14T00:00:00.000Z,0.87,8.27,2.37,2,3.13,1.306,178
2021-03-15T00:00:00.000Z,1.4,12.77,2.58,2.09,5.3,2.673,96
2021-03-16T00:00:00.000Z,0.6,13.13,3.8,1.85,8.1,3.467,160
2021-03-17T00:00:00.000Z,1.3,8.8,2.27,1.9,2.7,0.95,115
2021-03-18T00:00:00.000Z,0.5,4.23,1.7,1.2,2.1,0.583,122
2021-03-19T00:00:00.000Z,0.8,3.07,1.52,1.07,1.9,0.525,48
2021-03-20T00:00:00.000Z,0.8,2.43,1.2,1,1.39,0.397,29
2021-04-12T00:00:00.000Z,1.1,16.73,4.05,2.42,5.85,3.198,56
2021-04-13T00:00:00.000Z,0.6,2.8,0.9,0.8,1.23,0.476,57
2021-04-14T00:00:00.000Z,0.5,3.6,0.85,0.7,1.2,0.687,59
2021-04-15T00:00:00.000Z,0.6,6.33,1.54,1.3,2.37,1.08,26
2021-04-16T00:00:00.000Z,1,2.4,1.69,1.46,1.8,0.331,36
2021-04-17T00:00:00.000Z,0.4,2.4,1.49,1.15,1.7,0.377,60
2021-04-18T00:00:00.000Z,1.25,2.6,1.7,1.37,1.87,0.372,36
2021-04-19T00:00:00.000Z,1.1,29.47,2.1,1.8,2.61,2.855,105
2021-04-20T00:00:00.000Z,1,5.5,1.73,1.5,2.23,0.763,80
2021-04-21T00:00:00.000Z,0.83,7.85,2.85,2,3.53,1.248,91
2021-04-22T00:00:00.000Z,0.3,6.2,2.29,0.73,3.03,1.372,51
2021-04-23T00:00:00.000Z,0.2,1.3,0.7,0.6,0.79,0.219,40
2021-04-24T00:00:00.000Z,0.3,1.2,0.63,0.5,0.8,0.223,86
2021-04-25T00:00:00.000Z,0.4,2.27,0.7,0.6,0.85,0.266,148
2021-04-26T00:00:00.000Z,0.5,1.8,0.95,0.8,1.1,0.254,118
2021-04-27T00:00:00.000Z,0.6,4.57,1.27,1.03,1.6,0.651,123
2021-04-28T00:00:00.000Z,0.65,5.22,1.73,1.14,2.35,0.787,129
2021-04-29T00:00:00.000Z,0.7,15.63,1.52,1.25,3.2,1.756,106
2021-04-30T00:00:00.000Z,0.43,3.27,1.3,0.9,1.6,0.437,101
2021-05-01T00:00:00.000Z,0.6,2.33,1.27,1.06,1.55,0.354,132
2021-05-02T00:00:00.000Z,0.5,83.1,1.07,0.8,1.42,7.738,115
2021-05-03T00:00:00.000Z,0.8,3.7,1.6,1.32,1.94,0.454,89
2021-05-04T00:00:00.000Z,0.97,13.03,3.43,1.77,8.69,3.424,75
2021-05-05T00:00:00.000Z,0.43,57.87,1.2,0.8,3.27,6.535,76
2021-05-06T00:00:00.000Z,0.5,15.07,2.1,1.19,3.78,2.648,84
2021-05-07T00:00:00.000Z,0.6,4,1.87,1.21,2.97,1.004,77
2021-05-08T00:00:00.000Z,1.4,4,2.38,2,2.9,0.54,58
2021-05-09T00:00:00.000Z,8.97,18.82,16.57,14.7,17.7,2.679,28
2021-05-10T00:00:00.000Z,3.1,15.27,9.25,3.94,10.8,3.852,72
2021-05-11T00:00:00.000Z,3.42,12.6,6.04,5.15,6.88,1.457,66
2021-05-12T00:00:00.000Z,2.35,23.98,3.92,3.08,4.57,2.741,63
2021-05-13T00:00:00.000Z,2.95,17.85,7.65,5.62,11.33,3.761,137
2021-05-14T00:00:00.000Z,1.8,23.83,9.39,2.94,19.23,7.766,116
2021-05-15T00:00:00.000Z,1.12,23.9,7.45,3.45,12.45,5.666,143
2021-05-16T00:00:00.000Z,1.14,10.77,2.38,1.9,9.07,3.655,145
2021-05-17T00:00:00.000Z,0.77,11.53,3.3,1.83,7.57,2.936,125
2021-05-18T00:00:00.000Z,0.9,15.48,1.73,1.38,10.79,5.177,105
2021-05-19T00:00:00.000Z,0.77,2.65,1.6,1.3,1.8,0.333,134
2021-05-20T00:00:00.000Z,1.25,5.09,2.7,2.15,3.05,0.699,140
2021-05-21T00:00:00.000Z,0.8,4.67,1.91,1.42,2.62,0.823,80
2021-05-22T00:00:00.000Z,0.73,5.32,1.63,1.35,3,1.054,119
2021-05-23T00:00:00.000Z,0.7,7.5,2.33,1.4,4.05,1.784,123
2021-05-24T00:00:00.000Z,1.03,6.72,3.37,2.08,4.38,1.432,70
2021-05-25T00:00:00.000Z,0.6,55.33,4.04,2.09,5.25,5.416,104
2021-05-26T00:00:00.000Z,0.4,16.5,1.32,1,1.9,2.169,134
2021-05-27T00:00:00.000Z,0.33,1.5,0.8,0.6,1.1,0.311,135
2021-05-28T00:00:00.000Z,0.9,12.93,7.53,5.05,9.89,3.114,109
2021-05-29T00:00:00.000Z,1.23,12.77,1.75,1.6,2.09,1.175,113
2021-05-30T00:00:00.000Z,1.4,5.65,2.6,2.04,4.53,1.255,121
2021-05-31T00:00:00.000Z,1.25,4.43,2.4,1.86,3.15,0.846,37
2021-06-01T00:00:00.000Z,0.98,5.5,1.7,1.5,2.08,0.773,35
2021-06-02T00:00:00.000Z,1.73,8.75,3.21,2.63,3.88,1.107,62
2021-06-03T00:00:00.000Z,1.7,8.82,4.29,2.27,6.3,2.128,46
2021-06-04T00:00:00.000Z,1.9,6.07,4.51,3.05,4.94,1.098,36
2021-06-05T00:00:00.000Z,1.9,5.65,3.32,3.01,3.89,0.754,60
2021-06-06T00:00:00.000Z,1.8,7.28,3.3,2.52,6.43,1.965,102
2021-06-07T00:00:00.000Z,2.7,68.09,4.43,3.72,6.07,6.93,121
2021-06-08T00:00:00.000Z,3.65,13.3,7.97,6.8,9.27,1.939,99
2021-06-09T00:00:00.000Z,4.09,15.48,13.88,12.84,14.31,2.583,88
2021-06-10T00:00:00.000Z,1.42,8.32,2.34,1.99,2.8,1.913,92
2021-06-11T00:00:00.000Z,1.67,5.5,4.28,3.7,4.7,0.874,62
2021-06-12T00:00:00.000Z,1.4,7.32,5.55,1.78,6.71,2.18,25
2021-06-13T00:00:00.000Z,1.1,1.92,1.54,1.3,1.73,0.249,12
2021-06-14T00:00:00.000Z,1.02,4.2,2.92,1.7,3.44,0.95,104
2021-06-15T00:00:00.000Z,0.45,1.98,1.02,0.82,1.3,0.376,42
2021-06-16T00:00:00.000Z,0.8,3.8,1.77,1.3,2.5,0.726,47
2021-06-17T00:00:00.000Z,2.83,4.07,3.42,3.16,3.62,0.288,33
2021-06-18T00:00:00.000Z,6.68,13.82,8.43,7.68,9.75,1.738,79
2021-06-19T00:00:00.000Z,0.8,14.68,4.82,2.97,8.24,3.728,232
2021-06-20T00:00:00.000Z,5.47,17.5,10.15,8.44,15.37,3.689,217
2021-06-21T00:00:00.000Z,1.33,17.1,6.05,4.55,9.13,4.4,103
2021-06-22T00:00:00.000Z,2.9,17.77,5.77,4.93,6.53,2.225,126
2021-06-23T00:00:00.000Z,1.85,6.68,3.67,2.78,4.34,1,235
2021-06-24T00:00:00.000Z,2.7,13.32,5.54,4.84,6.84,2.675,200
2021-06-25T00:00:00.000Z,0.88,17.7,5.22,3.3,13.4,5.308,287
2021-06-26T00:00:00.000Z,1.2,11.25,2.88,2.04,4.2,1.797,307
2021-06-27T00:00:00.000Z,1.45,7.95,3.9,3.12,4.71,1.412,293
2021-06-28T00:00:00.000Z,2.58,8.27,5.09,4.09,5.63,1.257,266
2021-06-29T00:00:00.000Z,2.2,8.88,4.22,3.42,5.68,1.768,306
2021-06-30T00:00:00.000Z,0.98,15.85,5.4,3.35,7.07,2.692,283
2021-07-01T00:00:00.000Z,1.02,4.59,1.88,1.65,2.1,0.505,244
2021-07-02T00:00:00.000Z,1.45,6.22,3.35,2.72,4.13,0.997,257
2021-07-03T00:00:00.000Z,1.55,9.44,3.7,3.3,4.09,1.101,328
2021-07-04T00:00:00.000Z,1.88,7.6,3.58,2.74,5.52,1.565,321
2021-07-05T00:00:00.000Z,2.5,12.88,4.15,3.53,5.09,1.516,259
2021-07-06T00:00:00.000Z,1.92,9.43,4.55,3.5,6.63,1.917,297
2021-07-07T00:00:00.000Z,3.78,19.39,8.57,5.57,10.95,3.58,263
2021-07-08T00:00:00.000Z,1.14,8.68,2.1,1.75,5.8,2.226,283
2021-07-09T00:00:00.000Z,1.02,7.43,2.8,2,3.5,1.213,300
2021-07-10T00:00:00.000Z,1.14,11.9,5.28,4.38,6.49,2.13,313
2021-07-11T00:00:00.000Z,0.4,5.6,2.2,1.7,2.98,1.227,352
2021-07-12T00:00:00.000Z,1.5,7.1,2.63,2.17,3.88,1.486,268
2021-07-13T00:00:00.000Z,1.8,10,4.3,2.74,7.5,2.411,220
2021-07-14T00:00:00.000Z,3,25.17,6.07,4.09,8.15,5.723,239
2021-07-15T00:00:00.000Z,5.88,24.67,10.65,8.1,15.15,5.115,287
2021-07-16T00:00:00.000Z,0.95,16.52,2.46,1.66,4.97,3.802,264
2021-07-17T00:00:00.000Z,4,16.27,6.38,5.53,7.09,2.567,321
2021-07-18T00:00:00.000Z,1.2,14.7,3.35,1.65,6.6,3.273,275
2021-07-19T00:00:00.000Z,0.3,2.54,1,0.7,1.45,0.469,233
2021-07-20T00:00:00.000Z,1.05,4.25,1.65,1.37,3.04,0.862,204
2021-07-21T00:00:00.000Z,0.2,3.22,0.7,0.5,0.93,0.357,206
2021-07-22T00:00:00.000Z,0.95,4.7,2.4,1.88,3,0.817,199
2021-07-23T00:00:00.000Z,0.7,4.47,1.5,1.17,2.1,0.77,294
2021-07-24T00:00:00.000Z,1.2,4.8,2.75,2.44,3.12,0.612,281
2021-07-25T00:00:00.000Z,1.58,4.63,2.47,2,3.28,0.759,311
2021-07-26T00:00:00.000Z,2.04,7.8,3.74,3,5.65,1.597,324
2021-07-27T00:00:00.000Z,3.13,13.48,7.03,5.6,8.68,2.27,337
2021-07-28T00:00:00.000Z,3.58,16.14,10.98,9.8,13,2.575,347
2021-07-29T00:00:00.000Z,0.8,7.68,2.74,1.33,4.8,1.97,294
2021-07-30T00:00:00.000Z,0.5,3.8,1,0.8,1.49,0.574,233
2021-07-31T00:00:00.000Z,1.8,12.88,3.97,3.28,4.78,1.582,259
2021-08-01T00:00:00.000Z,1,4.84,2.34,1.87,3.95,1.077,252
2021-08-02T00:00:00.000Z,0.3,3.97,1.4,0.62,1.88,0.853,213
2021-08-03T00:00:00.000Z,0.3,1.9,0.65,0.5,0.88,0.285,222
2021-08-04T00:00:00.000Z,0.5,3.38,1.1,0.85,1.38,0.392,215
2021-08-05T00:00:00.000Z,0.4,2.58,1.2,0.8,1.65,0.479,255
2021-08-06T00:00:00.000Z,0.55,9.23,1.27,1,1.52,0.65,280
2021-08-07T00:00:00.000Z,1.02,12.6,2.02,1.8,2.85,1.535,322
2021-08-08T00:00:00.000Z,1.38,8.23,2.29,1.85,3.82,1.808,289
2021-08-09T00:00:00.000Z,1.14,7.4,2.7,2.04,5.38,1.871,223
2021-08-10T00:00:00.000Z,1.02,7.8,3.97,2.92,4.97,1.205,262
2021-08-11T00:00:00.000Z,2.29,6.32,4.09,3.67,4.65,0.905,166
2021-08-12T00:00:00.000Z,1.6,18.14,3.47,3.03,4.15,1.495,264
2021-08-13T00:00:00.000Z,2.7,9.73,5.09,4.3,6.52,1.491,517
2021-08-14T00:00:00.000Z,0.95,6.88,2.2,1.8,2.85,1.059,434
2021-08-15T00:00:00.000Z,0.15,8.75,1.55,1.1,2.13,0.744,386
2021-08-16T00:00:00.000Z,1.3,140.43,2.35,2,5.9,12.052,291
2021-08-17T00:00:00.000Z,0.9,121.95,3.6,2.15,6.47,9.171,428
2021-08-18T00:00:00.000Z,0.5,19.45,2.08,1.7,8.13,4.809,295
2021-08-19T00:00:00.000Z,0.2,1.98,0.68,0.5,1,0.426,310
2021-08-20T00:00:00.000Z,0.3,3.85,1.1,0.8,1.77,0.688,466
2021-08-21T00:00:00.000Z,0.2,2.65,0.8,0.5,1.33,0.543,430
2021-08-22T00:00:00.000Z,0.6,2.52,1,0.9,1.14,0.287,472
2021-08-23T00:00:00.000Z,0.55,3.42,1.32,1.1,1.6,0.394,346
2021-08-24T00:00:00.000Z,0.8,3.3,1.69,1.33,2.04,0.486,412
2021-08-25T00:00:00.000Z,0.1,4.93,1.33,0.6,2.97,1.292,426
2021-08-26T00:00:00.000Z,0.4,24.57,4.05,1.4,5.24,2.959,329
2021-08-27T00:00:00.000Z,1.52,9.23,3.97,3.42,5.5,1.565,416
2021-08-28T00:00:00.000Z,3.1,10.18,5.88,4.38,6.63,1.513,366
2021-08-29T00:00:00.000Z,3.58,7.3,5.78,5.4,6.24,0.648,397
2021-08-30T00:00:00.000Z,3.63,27.98,5.09,4.55,5.87,3.223,458
2021-08-31T00:00:00.000Z,1.14,9.18,2.25,1.98,5.9,2.423,394
2021-09-01T00:00:00.000Z,0.93,5.75,3.1,2.25,3.95,1.116,474
2021-09-02T00:00:00.000Z,0.5,11.2,2.52,1.27,5.2,2.781,452
2021-09-03T00:00:00.000Z,0.3,4.63,1.21,0.7,2.57,1.006,476
2021-09-04T00:00:00.000Z,0.32,7.82,0.76,0.6,1,0.539,526
2021-09-05T00:00:00.000Z,0.52,4.34,1.6,1.14,1.98,0.672,431
2021-09-06T00:00:00.000Z,1.12,8.63,2.25,1.95,2.67,0.996,340
2021-09-07T00:00:00.000Z,1.7,6.88,4.55,3.63,5.28,1.18,378
2021-09-08T00:00:00.000Z,1.5,7.88,4,3,6.03,1.68,562
2021-09-09T00:00:00.000Z,3,22.67,7.45,5.53,9.63,3.302,473
2021-09-10T00:00:00.000Z,3.9,19.38,8.43,6.9,10.85,3.254,434
2021-09-11T00:00:00.000Z,5.43,28.8,9.63,8.07,15.53,5.721,473
2021-09-12T00:00:00.000Z,0.52,31.27,7.13,3.71,11.37,8.368,493
2021-09-13T00:00:00.000Z,0.28,12.7,1,0.7,1.34,0.929,517
2021-09-14T00:00:00.000Z,0.56,5,1.23,1,1.67,0.6,551
2021-09-15T00:00:00.000Z,0.35,3.15,1.3,0.82,1.88,0.586,439
2021-09-16T00:00:00.000Z,0.7,6.55,1.85,1.17,2.2,0.693,267
2021-09-17T00:00:00.000Z,0.68,5,3.2,2.4,3.72,0.946,186
2021-09-18T00:00:00.000Z,0.8,3.33,1.25,1.02,1.77,0.565,167
2021-09-19T00:00:00.000Z,1.2,4.7,2.12,1.73,2.8,0.717,202
2021-09-20T00:00:00.000Z,1.83,22.97,3.58,3,4.93,2.057,210
2021-09-21T00:00:00.000Z,2.45,7.23,5.03,4.32,6.02,1.012,281
2021-09-22T00:00:00.000Z,1,6.7,4.95,3.48,5.45,1.38,244
2021-09-23T00:00:00.000Z,0.1,5.65,3.63,0.8,4.05,1.623,191
2021-09-24T00:00:00.000Z,0.2,7.65,0.9,0.4,2.33,1.521,251
2021-09-25T00:00:00.000Z,0.3,5.35,1.98,1.19,3.83,1.416,389
2021-09-26T00:00:00.000Z,0.2,2.97,1.12,0.7,1.67,0.601,351
2021-09-27T00:00:00.000Z,0.4,5.55,1.07,0.77,2.36,1.381,353
2021-09-28T00:00:00.000Z,1.25,21.85,2.8,2,4.22,1.938,454
2021-09-29T00:00:00.000Z,3.2,11.1,5.45,4.95,5.97,0.914,334
2021-09-30T00:00:00.000Z,1.03,18.7,5.89,3.27,7.25,2.746,358
2021-10-01T00:00:00.000Z,0.9,3.4,2.04,1.37,2.6,0.664,251
2021-10-02T00:00:00.000Z,1.73,17.6,5.38,3.6,11.38,4.616,515
2021-10-03T00:00:00.000Z,7.78,25.58,14.38,12.4,20.02,4.467,418
2021-10-04T00:00:00.000Z,10.7,21.9,16.45,13.63,19.27,2.974,284
2021-10-05T00:00:00.000Z,0.9,18.38,7.95,3.92,12.95,5.097,321
2021-10-06T00:00:00.000Z,0.82,19.45,3.88,2.25,8.3,3.825,432
2021-10-07T00:00:00.000Z,2.6,8.77,6.5,5.34,7.43,1.352,301
2021-10-08T00:00:00.000Z,1.17,11.23,4.97,3.42,8.57,2.794,330
2021-10-09T00:00:00.000Z,2.8,12.45,6.38,4.7,7.74,1.945,364
2021-10-10T00:00:00.000Z,3.3,17.13,6.05,4.95,9.38,3.416,387
2021-10-11T00:00:00.000Z,1.1,13.83,3.01,2.4,8.36,3.37,486
2021-10-12T00:00:00.000Z,0.3,2.2,0.65,0.5,0.8,0.294,503
2021-10-13T00:00:00.000Z,0.3,2.93,0.8,0.7,1.05,0.448,345
2021-10-14T00:00:00.000Z,0.6,3.83,1.72,1.07,2.29,0.778,352
2021-10-15T00:00:00.000Z,0.3,3.45,1.53,0.8,1.92,0.634,254
2021-10-16T00:00:00.000Z,0.6,4.8,1,0.8,1.3,0.785,137
2021-10-17T00:00:00.000Z,0.3,2.43,0.6,0.5,0.8,0.405,203
2021-10-18T00:00:00.000Z,0.3,3.8,0.93,0.5,2.33,0.972,315
2021-10-19T00:00:00.000Z,0.7,12.33,1.9,1.53,2.77,1.589,247
2021-10-20T00:00:00.000Z,1.25,6.63,3.15,2.29,4.38,1.423,119
2021-10-21T00:00:00.000Z,0.2,3.25,0.7,0.4,1.67,0.838,86
2021-10-22T00:00:00.000Z,0.2,1.97,0.4,0.3,0.53,0.263,101
2021-10-23T00:00:00.000Z,0.3,6.93,1.07,0.8,2.6,1.63,130
